date,"5s, 1853","6s, 1862","6s, 1856","6s, 1867","6s, 1868","5s, 1865","5s, 1874"
1851-07-12,4.938271604938271,5.411499436302142,5.647058823529412,5.155746509129968,5.144694533762058,,
1851-07-19,4.9504950495049505,,5.660377358490567,5.161290322580645,5.144694533762058,,
1851-07-26,4.932182490752158,5.429864253393665,5.647058823529412,5.183585313174946,,,
1851-08-02,,5.454545454545454,5.667060212514758,5.240174672489083,,,
1851-08-09,4.975124378109453,5.466970387243736,5.687203791469194,5.228758169934641,5.240174672489083,,
1851-08-16,,5.436013590033975,,5.223068552774755,5.183585313174946,,
1851-08-23,,,5.714285714285714,5.223068552774755,5.166846071044134,,
1851-08-30,,5.47945205479452,5.680473372781065,5.223068552774755,5.194805194805195,,
1851-09-06,4.968944099378882,5.5045871559633035,5.7007125890736345,5.217391304347826,5.194805194805195,,
1851-09-13,4.932182490752158,5.429864253393665,5.707491082045184,5.217391304347826,5.155746509129968,,
1851-09-20,4.932182490752158,5.442176870748299,5.707491082045184,5.217391304347826,5.144694533762058,,
1851-09-27,4.932182490752158,5.466970387243736,5.7007125890736345,5.217391304347826,5.161290322580645,,
1851-10-04,,,,,,,
1851-10-11,,5.333333333333334,5.741626794258373,,5.161290322580645,,
1851-10-18,4.962779156327544,5.47945205479452,5.687203791469194,5.172413793103448,5.150214592274678,,
1851-10-25,4.926108374384237,5.454545454545454,5.673758865248227,5.183585313174946,,,
1851-11-01,4.926108374384237,5.47945205479452,5.673758865248227,5.183585313174946,,,
1851-11-08,4.920049200492005,5.47945205479452,5.633802816901409,5.183585313174946,5.166846071044134,,
1851-11-15,4.920049200492005,5.423728813559322,5.633802816901409,5.169628432956381,5.166846071044134,,
1851-11-22,4.9504950495049505,5.460750853242321,5.660377358490567,5.150214592274678,5.150214592274678,,
1851-11-29,4.9504950495049505,5.429864253393665,5.633802816901409,5.063291139240507,5.063291139240507,,
1851-12-06,4.9504950495049505,5.555555555555555,5.797101449275362,5.217391304347826,5.063291139240507,,
1851-12-13,4.9079754601226995,5.429864253393665,5.797101449275362,5.172413793103448,5.161290322580645,,
1851-12-20,4.987531172069826,5.405405405405405,5.741626794258373,5.150214592274678,5.161290322580645,,
1851-12-27,4.9504950495049505,5.399325084364454,5.660377358490567,5.144694533762058,5.139186295503212,,
1852-01-03,4.9504950495049505,5.405405405405405,5.660377358490567,5.150214592274678,5.144694533762058,,
1852-01-10,4.9504950495049505,5.351170568561873,5.660377358490567,5.128205128205128,5.144694533762058,,
1852-01-17,4.987531172069826,5.351170568561873,5.748502994011976,5.128205128205128,5.155746509129968,,
1852-01-24,4.987531172069826,5.393258426966292,5.714285714285714,5.155746509129968,5.144694533762058,,
1852-01-31,4.987531172069826,5.393258426966292,5.714285714285714,5.155746509129968,5.144694533762058,,
1852-02-07,4.987531172069826,5.405405405405405,5.6939501779359425,5.1585169263836645,5.144694533762058,,
1852-02-14,4.987531172069826,5.405405405405405,5.660377358490567,5.161290322580645,5.172413793103448,,
1852-02-21,4.987531172069826,5.381165919282512,5.6939501779359425,5.183585313174946,5.172413793103448,,
1852-02-28,4.938271604938271,5.360134003350084,5.687203791469194,5.150214592274678,5.150214592274678,,
1852-03-06,4.938271604938271,5.360134003350084,5.687203791469194,5.11727078891258,5.11727078891258,,
1852-03-13,4.938271604938271,5.360134003350084,5.660377358490567,5.079365079365079,5.11727078891258,,
1852-03-20,4.938271604938271,5.333333333333334,5.633802816901409,5.103668261562999,5.095541401273886,,
1852-03-27,4.938271604938271,5.357142857142857,5.64042303172738,5.111821086261981,5.106382978723404,,
1852-04-03,4.914004914004914,5.357142857142857,5.614035087719298,5.098247477429633,5.106382978723404,,
1852-04-10,4.914004914004914,5.298013245033113,5.607476635514018,5.084745762711865,5.084745762711865,,
1852-04-17,4.88997555012225,5.217391304347826,5.529953917050691,5.07399577167019,5.068637803590286,,
1852-04-24,4.88997555012225,5.286343612334802,5.517241379310345,5.07399577167019,5.068637803590286,4.705882352941177,
1852-05-01,4.860267314702309,5.263157894736842,5.523590333716916,5.079365079365079,5.068637803590286,4.705882352941177,
1852-05-08,4.860267314702309,5.263157894736842,5.517241379310345,5.084745762711865,5.052631578947368,4.683840749414521,
1852-05-15,4.854368932038835,5.257393209200438,5.517241379310345,5.076679005817028,5.07399577167019,4.6893317702227435,
1852-05-22,4.854368932038835,5.257393209200438,5.555555555555555,5.063291139240507,5.063291139240507,4.683840749414521,
1852-05-29,4.842615012106537,5.25164113785558,5.498281786941581,5.05795574288725,5.063291139240507,4.683840749414521,
1852-06-05,4.9504950495049505,5.369127516778524,5.633802816901409,5.186385737439222,5.063291139240507,4.77326968973747,
1852-06-12,4.9504950495049505,5.357142857142857,5.647058823529412,5.183585313174946,5.183585313174946,4.77326968973747,
